Fecha,Residuo,Tipo,Clasificación,Tipo de Movimiento,Fuente,Cantidad (kg)
23/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,252
23/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Salida,,300
23/01/2018,Saborizada,,,Ingreso,Saborizadas,1570
23/01/2018,Saborizada,,,Salida,Saborizadas,1570
23/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,443
23/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,72
23/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea D,325
23/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Salida,,2810
23/01/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,,311
23/01/2018,DS - Descarte,Proceso,Aprovechable,Salida,,410
23/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,21.6
23/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,25
23/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,4.6
23/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Cempa,6.6
23/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,9
23/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,31.8
23/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,7.6
23/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,37.2
23/01/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,20.2
23/01/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,CEDI,17.8
23/01/2018,Cinta marcación,Residuo Peligroso,Y12,Salida,,3.2
24/01/2018,Plegadiza,Convencionales,Aprovechable,Salida,,50
24/01/2018,Cores,Convencionales,Aprovechable,Salida,,260
24/01/2018,Cartón,Convencionales,Aprovechable,Salida,,330
24/01/2018,Estibas,Convencionales,Aprovechable,Salida,,920
24/01/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Salida,,94
24/01/2018,SR - Recorte saborizada,Proceso,Aprovechable,Salida,,1780
24/01/2018,Cores,Convencionales,Aprovechable,Salida,,220
24/01/2018,Vasos Desechables,Convencionales,Aprovechable,Salida,,40
24/01/2018,Cartón,Convencionales,Aprovechable,Salida,,320
24/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,140.7
24/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,65
24/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,20.6
24/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,CEDI,430
24/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Salida,,630
24/01/2018,Saborizada,,,Ingreso,Saborizadas,1780
24/01/2018,Saborizada,,,Salida,Saborizadas,1780
24/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,32
24/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,144.4
24/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,15
24/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,14.2
24/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,8.2
24/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Salida,,114.6
24/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,9.2
24/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,20.8
24/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,15.2
24/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,53.4
24/01/2018,PL - Polietileno,Convencionales,Aprovechable,Salida,,313
24/01/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Almacén,13
24/01/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,CEDI,25.4
24/01/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,25.4
24/01/2018,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,,6.2
24/01/2018,Sólidos contaminados pintura,Residuo Peligroso,Y12,Salida,,3.4
24/01/2018,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,,4.2
25/01/2018,Ordinarios,Ordinarios,No Aprovechable,Salida,,280
25/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,87.5
25/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,40
25/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,64.4
25/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,64.5
25/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea D,64.5
25/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,17.8
25/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,26.4
25/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,8.6
25/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,6.8
25/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,27.8
25/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,14.8
25/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,50.6
25/01/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,CEDI,30
25/01/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,31.4
25/01/2018,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,,4.4
25/01/2018,Cinta marcación,Residuo Peligroso,Y12,Salida,,3.8
26/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,87.5
26/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,77.9
26/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,48.9
26/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,,25
26/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Salida,,530
26/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,,15.2
26/01/2018,Saborizada,,,Ingreso,Saborizadas,400
26/01/2018,Saborizada,,,Salida,Saborizadas,400
26/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,86.6
26/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,86.6
26/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,86
26/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Salida,,620
26/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,21.4
26/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,20.6
26/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,6.8
26/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Cempa,4.2
26/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Salida,,30.4
26/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,10.4
26/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,31.8
26/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,4.2
26/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,81.6
26/01/2018,PL - Polietileno,Convencionales,Aprovechable,Salida,,99
26/01/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,CEDI,38.2
26/01/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,29.4
26/01/2018,Cinta marcación,Residuo Peligroso,Y12,Salida,,6.2
27/01/2018,Ordinarios,Ordinarios,No Aprovechable,Salida,,750
27/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,257
27/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,29.8
27/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,13.2
27/01/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,302
27/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,17.6
27/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,17.6
27/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,23
27/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,5.8
27/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,25.2
27/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,12.4
27/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,64.6
27/01/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,31.4
29/01/2018,Residuos del Casino,Convencionales,Aprovechable,Salida,,410
29/01/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Salida,,136.8
29/01/2018,SR - Recorte saborizada,Proceso,Aprovechable,Salida,,3770
29/01/2018,Plegadiza,Convencionales,Aprovechable,Salida,,70
29/01/2018,Vasos Desechables,Convencionales,Aprovechable,Salida,,20
29/01/2018,Cores,Convencionales,Aprovechable,Salida,,130
29/01/2018,Cartón,Convencionales,Aprovechable,Salida,,730
29/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,220
29/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,15
29/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,422
29/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea D,48
29/01/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,315
29/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,8.8
29/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,10.3
29/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,19.6
29/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Cempa,6.4
29/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,2
29/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,14.8
29/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,8.2
29/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,59.6
29/01/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,CEDI,60.4
29/01/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,12.2
29/01/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Pastificio,20.8
29/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Salida,,480
29/01/2018,Saborizada,,,Ingreso,Saborizadas,3770
29/01/2018,Saborizada,,,Salida,Saborizadas,3770
29/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Salida,,740
29/01/2018,DS - Descarte,Proceso,Aprovechable,Salida,,630
29/01/2018,PL - Polietileno,Convencionales,Aprovechable,Salida,,286.4
29/01/2018,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,,3
29/01/2018,Sólidos contaminados pintura,Residuo Peligroso,Y12,Salida,,12.2
30/01/2018,Ordinarios,Ordinarios,No Aprovechable,Salida,,420
30/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,149.2
30/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,36
30/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,104.6
30/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,112.4
30/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,230
30/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea D,285.3
30/01/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,300
30/01/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,Molino,540
30/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,7.6
30/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,26
30/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,27.2
30/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,10.4
30/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,19.8
30/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,28.6
30/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,61
30/01/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,CEDI,10.4
30/01/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,29.8
31/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,10.6
31/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,191.7
31/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,27.1
31/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,,277.4
31/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,135.6
31/01/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,Almacén,92.2
31/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,15.6
31/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,17.4
31/01/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,20
31/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,12
31/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,17.4
31/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,4
31/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,58.8
31/01/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,133
31/01/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,CEDI,26.8
31/01/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,39.2
31/01/2018,RS - Recorte Seco,Proceso,Aprovechable,Salida,,720
31/01/2018,RH - Recorte Humedo,Proceso,Aprovechable,Salida,,880
31/01/2018,DS - Descarte,Proceso,Aprovechable,Salida,,830
1/02/2018,Ordinarios,Ordinarios,No Aprovechable,Salida,,290
1/02/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,142.6
1/02/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,81.1
1/02/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,110.6
1/02/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,61.1
1/02/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,61.1
1/02/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,61.1
1/02/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,8.8
1/02/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,25.8
1/02/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,16.2
1/02/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,3.6
1/02/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,15.6
1/02/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,9.4
1/02/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,85.6
1/02/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,CEDI,42.4
1/02/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,40.8
1/02/2018,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,,10.2
1/02/2018,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,,15.6
1/02/2018,Cinta marcación,Residuo Peligroso,Y12,Salida,,5.2
1/02/2018,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,,3.2
2/02/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,160
2/02/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,117.3
2/02/2018,RS - Recorte Seco,Proceso,Aprovechable,Salida,,203.4
2/02/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,75.3
2/02/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,75.3
2/02/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,175.3
2/02/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,11.8
2/02/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,22.8
2/02/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,43
2/02/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Cempa,8.4
2/02/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,CEDI,6
2/02/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,3.2
2/02/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,26
2/02/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,18.2
2/02/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,92.8
2/02/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Pastificio,10.4
2/02/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,CEDI,31.4
2/02/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,12.2
2/02/2018,Material contaminado PTAR,Residuo Peligroso,A4130,Salida,,13
2/02/2018,Material contaminado PTAR,Residuo Peligroso,A4130,Salida,,30
3/02/2018,Ordinarios,Ordinarios,No Aprovechable,Salida,,230
3/02/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Salida,,301
3/02/2018,Plegadiza,Convencionales,Aprovechable,Salida,,90
3/02/2018,Vasos Desechables,Convencionales,Aprovechable,Salida,,50
3/02/2018,Cores,Convencionales,Aprovechable,Salida,,500
3/02/2018,Cartón,Convencionales,Aprovechable,Salida,,520
3/02/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,213.8
3/02/2018,RS - Recorte Seco,Proceso,Aprovechable,Salida,,408.8
3/02/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,629
3/02/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,78
3/02/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,275
3/02/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea D,296.6
3/02/2018,RH - Recorte Humedo,Proceso,Aprovechable,Salida,,747.6
3/02/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,310
3/02/2018,DS - Descarte,Proceso,Aprovechable,Salida,,404.6
3/02/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,10.6
3/02/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,18.4
3/02/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,13
3/02/2018,PP - Polipropileno,Convencionales,Aprovechable,Salida,,337.6
3/02/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,6
3/02/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,36.4
3/02/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,18.4
3/02/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,80.4
3/02/2018,PL - Polietileno,Convencionales,Aprovechable,Salida,,499.4
3/02/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,CEDI,36
3/02/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,14.2
3/02/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Pastificio,17
5/02/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,,279
5/02/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,3.4
5/02/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,36.4
5/02/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea C,13.8
5/02/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,32.4
5/02/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,67
5/02/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,9.2
5/02/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,CEDI,22.2
5/02/2018,PP - Polipropileno,Convencionales,Aprovechable,Salida,,99.2
5/02/2018,PL - Polietileno,Convencionales,Aprovechable,Salida,,310.8
6/02/2018,Ordinarios,Ordinarios,No Aprovechable,Salida,,820
6/02/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Salida,,248
6/02/2018,SR - Recorte saborizada,Proceso,Aprovechable,Salida,,6960
6/02/2018,Plegadiza,Convencionales,Aprovechable,Salida,,40
6/02/2018,Vasos Desechables,Convencionales,Aprovechable,Salida,,40
6/02/2018,Lonas,Convencionales,Aprovechable,Salida,,150
6/02/2018,Estibas,Convencionales,Aprovechable,Salida,,860
6/02/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,208.2
6/02/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea C,208.2
6/02/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea D,186.4
6/02/2018,Saborizada,,,Ingreso,Saborizadas,6960
6/02/2018,Saborizada,,,Salida,Saborizadas,6960
6/02/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,,297.8
6/02/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,75.4
6/02/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,CEDI,17.8
7/02/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,198.8
7/02/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,328.8
7/02/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,222.6
7/02/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea C,222.6
7/02/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea D,222.6
7/02/2018,DS - Descarte,Proceso,Aprovechable,Ingreso,SIRCEM,61.4
7/02/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea A,5
7/02/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea C,16.6
7/02/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,Línea D,32
7/02/2018,PP - Polipropileno,Convencionales,Aprovechable,Ingreso,CEDI,8
7/02/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea A,2.4
7/02/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Línea D,19
7/02/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,Cempa,77
7/02/2018,PL - Polietileno,Convencionales,Aprovechable,Ingreso,CEDI,5.6
7/02/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Pastificio,20.6
7/02/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,CEDI,43.2
7/02/2018,PV - Plásticos Varios,Convencionales,Aprovechable,Ingreso,Cempa,38
7/02/2018,RS - Recorte Seco,Proceso,Aprovechable,Salida,,1340
7/02/2018,RH - Recorte Humedo,Proceso,Aprovechable,Salida,,1920
7/02/2018,DS - Descarte,Proceso,Aprovechable,Salida,,430.9
7/02/2018,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,,10
7/02/2018,Material contaminado lubricante,Residuo Peligroso,Y9,Salida,,19.8
8/02/2018,Ordinarios,Ordinarios,No Aprovechable,Salida,,650
8/02/2018,Residuos del Casino,Convencionales,Aprovechable,Salida,,480
8/02/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea A,75.5
8/02/2018,RS - Recorte Seco,Proceso,Aprovechable,Ingreso,Línea B,170
8/02/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea A,362.3
8/02/2018,RH - Recorte Humedo,Proceso,Aprovechable,Ingreso,Línea B,33.2
